                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     72,                 1.1955,                0.88839,                 1.2857,                 0.8455,                0.83699,                0.92619,                0.61775,                 1.1773,                0.87295,                 1.3549,               0.001076,               0.001076,               0.001076
                     73,                 1.2057,                0.90997,                 1.2819,                 0.8455,                0.83699,                0.92619,                0.61775,                 1.1773,                0.87295,                 1.3549,              0.0010628,              0.0010628,              0.0010628
                     74,                 1.1374,                0.87104,                 1.2497,                0.89446,                0.85882,                0.94309,                0.63024,                 1.1917,                0.87513,                 1.3516,              0.0010496,              0.0010496,              0.0010496
                     75,                 1.1529,                0.93452,                 1.3667,                0.89446,                0.85882,                0.94309,                0.63024,                 1.1917,                0.87513,                 1.3516,              0.0010364,              0.0010364,              0.0010364
                     76,                 1.0912,                0.87192,                 1.2913,                0.93336,                0.88824,                0.96244,                0.66236,                  1.127,                0.78654,                 1.3206,              0.0010232,              0.0010232,              0.0010232
                     77,                 1.0793,                 0.8302,                 1.2313,                0.93336,                0.88824,                0.96244,                0.66236,                  1.127,                0.78654,                 1.3206,                0.00101,                0.00101,                0.00101
                     78,                 1.0857,                0.84448,                 1.2598,                0.92895,                0.92293,                0.97118,                 0.6858,                 1.0759,                0.75773,                 1.3076,              0.0009968,              0.0009968,              0.0009968
                     79,                  1.042,                0.82182,                  1.226,                0.92895,                0.92293,                0.97118,                 0.6858,                 1.0759,                0.75773,                 1.3076,              0.0009836,              0.0009836,              0.0009836
                     80,                 1.1042,                0.88402,                 1.2536,                0.95214,                0.89412,                0.97046,                0.67066,                 1.1082,                0.78114,                 1.3335,              0.0009704,              0.0009704,              0.0009704
                     81,                 1.1479,                0.89796,                 1.3628,                0.93595,                0.91765,                0.96489,                0.68026,                 1.0758,                0.76961,                    1.3,              0.0009572,              0.0009572,              0.0009572
                     82,                 1.1054,                0.86069,                 1.2742,                0.93595,                0.91765,                0.96489,                0.68026,                 1.0758,                0.76961,                    1.3,               0.000944,               0.000944,               0.000944
                     83,                 1.0803,                0.85151,                 1.2679,                0.95043,                    0.9,                0.96812,                0.69387,                 1.0465,                0.77843,                 1.2744,              0.0009308,              0.0009308,              0.0009308
                     84,                 1.0764,                0.83122,                  1.247,                0.95043,                    0.9,                0.96812,                0.69387,                 1.0465,                0.77843,                 1.2744,              0.0009176,              0.0009176,              0.0009176
                     85,                 1.0367,                0.84557,                 1.2945,                0.93838,                0.91765,                0.96746,                0.71065,                 1.0292,                0.78246,                 1.2643,              0.0009044,              0.0009044,              0.0009044
                     86,                 1.0184,                0.78658,                 1.1817,                0.93838,                0.91765,                0.96746,                0.71065,                 1.0292,                0.78246,                 1.2643,              0.0008912,              0.0008912,              0.0008912
                     87,                 1.0399,                 0.8039,                 1.2254,                0.93011,                0.94118,                0.97013,                0.71077,                 1.0253,                0.77465,                 1.2698,               0.000878,               0.000878,               0.000878
                     88,                 1.0463,                0.76821,                 1.1692,                0.93421,                0.91881,                0.96663,                0.68714,                 1.0748,                0.77876,                 1.3089,              0.0008648,              0.0008648,              0.0008648
                     89,                  1.062,                0.79026,                 1.1754,                0.93421,                0.91881,                0.96663,                0.68714,                 1.0748,                0.77876,                 1.3089,              0.0008516,              0.0008516,              0.0008516
                     90,                 1.0191,                0.76246,                 1.1852,                0.95113,                0.91596,                 0.9683,                 0.6924,                 1.0535,                0.76768,                 1.2989,              0.0008384,              0.0008384,              0.0008384
                     91,                 1.0187,                 0.7832,                 1.2367,                0.95113,                0.91596,                 0.9683,                 0.6924,                 1.0535,                0.76768,                 1.2989,              0.0008252,              0.0008252,              0.0008252
                     92,                 1.0037,                0.73965,                 1.1616,                0.94847,                0.90588,                0.97084,                0.70058,                 1.0261,                0.75441,                 1.2837,               0.000812,               0.000812,               0.000812
                     93,                 1.0101,                0.76994,                 1.2273,                0.94847,                0.90588,                0.97084,                0.70058,                 1.0261,                0.75441,                 1.2837,              0.0007988,              0.0007988,              0.0007988
                     94,                0.99534,                 0.7484,                 1.2206,                0.95385,                0.91176,                0.97613,                0.71041,                 1.0231,                0.74168,                 1.2837,              0.0007856,              0.0007856,              0.0007856
                     95,                0.99227,                0.76821,                 1.2246,                0.95385,                0.91176,                0.97613,                0.71041,                 1.0231,                0.74168,                 1.2837,              0.0007724,              0.0007724,              0.0007724
                     96,                 1.0133,                0.71945,                 1.1851,                 0.9688,                 0.9133,                0.98042,                0.71623,                 1.0155,                0.73014,                 1.2852,              0.0007592,              0.0007592,              0.0007592
                     97,                0.97618,                0.73806,                 1.2211,                0.97227,                0.94706,                0.98147,                0.71674,                 1.0234,                0.71373,                 1.3093,               0.000746,               0.000746,               0.000746
                     98,                0.98898,                0.74998,                 1.2448,                0.97227,                0.94706,                0.98147,                0.71674,                 1.0234,                0.71373,                 1.3093,              0.0007328,              0.0007328,              0.0007328
                     99,                0.97233,                0.72155,                 1.1858,                0.96402,                0.94556,                0.97742,                0.69586,                 1.0525,                0.71801,                 1.3348,              0.0007196,              0.0007196,              0.0007196
                    100,                 0.9777,                0.71744,                 1.1711,                0.96402,                0.94556,                0.97742,                0.69586,                 1.0525,                0.71801,                 1.3348,              0.0007064,              0.0007064,              0.0007064
                    101,                 1.0146,                0.78274,                 1.2792,                0.95797,                0.93863,                0.97993,                0.69886,                 1.0236,                0.71328,                 1.2931,              0.0006932,              0.0006932,              0.0006932
                    102,                0.94622,                0.71209,                 1.2006,                0.95797,                0.93863,                0.97993,                0.69886,                 1.0236,                0.71328,                 1.2931,                0.00068,                0.00068,                0.00068
                    103,                0.96967,                0.73297,                 1.1978,                0.93667,                0.92941,                0.97692,                 0.7015,                  1.001,                0.71881,                 1.2786,              0.0006668,              0.0006668,              0.0006668
                    104,                0.94112,                0.72341,                 1.2112,                0.96672,                    0.9,                0.97235,                0.72041,                0.96185,                 0.7088,                  1.257,              0.0006536,              0.0006536,              0.0006536
                    105,                0.90148,                0.70492,                  1.154,                0.96672,                    0.9,                0.97235,                0.72041,                0.96185,                 0.7088,                  1.257,              0.0006404,              0.0006404,              0.0006404
                    106,                0.94211,                0.70299,                 1.1682,                0.97164,                0.92353,                0.97916,                 0.7358,                0.94504,                0.69372,                 1.2446,              0.0006272,              0.0006272,              0.0006272
                    107,                0.90938,                0.71717,                 1.1878,                0.97164,                0.92353,                0.97916,                 0.7358,                0.94504,                0.69372,                 1.2446,               0.000614,               0.000614,               0.000614
                    108,                0.92161,                0.67432,                  1.118,                 0.9573,                0.91765,                0.98016,                0.73853,                0.94734,                0.68081,                 1.2383,              0.0006008,              0.0006008,              0.0006008
                    109,                0.95077,                0.70771,                  1.237,                 0.9573,                0.91765,                0.98016,                0.73853,                0.94734,                0.68081,                 1.2383,              0.0005876,              0.0005876,              0.0005876
                    110,                0.87695,                0.64959,                 1.1098,                 0.9578,                0.91176,                0.97894,                0.74202,                0.95947,                0.68445,                 1.2378,              0.0005744,              0.0005744,              0.0005744
                    111,                0.88588,                0.68951,                 1.1493,                 0.9578,                0.91176,                0.97894,                0.74202,                0.95947,                0.68445,                 1.2378,              0.0005612,              0.0005612,              0.0005612
                    112,                0.92404,                0.67008,                 1.1456,                0.93538,                0.93667,                0.97795,                 0.7314,                0.96902,                0.69234,                 1.2461,               0.000548,               0.000548,               0.000548
                    113,                0.92241,                0.67564,                 1.1779,                0.92884,                0.92138,                0.97681,                0.73385,                0.95627,                0.69116,                 1.2362,              0.0005348,              0.0005348,              0.0005348
                    114,                0.93316,                0.71909,                 1.2274,                0.92884,                0.92138,                0.97681,                0.73385,                0.95627,                0.69116,                 1.2362,              0.0005216,              0.0005216,              0.0005216
                    115,                0.90247,                0.68575,                 1.1365,                0.92834,                 0.9144,                0.97227,                0.73539,                0.94446,                0.69178,                 1.2244,              0.0005084,              0.0005084,              0.0005084
                    116,                0.93462,                0.70352,                 1.1827,                0.92834,                 0.9144,                0.97227,                0.73539,                0.94446,                0.69178,                 1.2244,              0.0004952,              0.0004952,              0.0004952
                    117,                0.88746,                0.66214,                  1.093,                0.96602,                0.89412,                0.97425,                0.74381,                0.93268,                 0.6936,                 1.2147,               0.000482,               0.000482,               0.000482
                    118,                0.86926,                0.66638,                 1.1223,                0.96602,                0.89412,                0.97425,                0.74381,                0.93268,                 0.6936,                 1.2147,              0.0004688,              0.0004688,              0.0004688
                    119,                0.87069,                0.67706,                 1.1424,                0.94784,                0.91176,                0.97336,                0.73646,                0.94653,                0.68562,                 1.2243,              0.0004556,              0.0004556,              0.0004556
                    120,                0.91439,                0.70271,                 1.1961,                0.95625,                0.91176,                0.97583,                0.73761,                0.94314,                0.67538,                 1.2301,              0.0004424,              0.0004424,              0.0004424
                    121,                0.91572,                0.67813,                 1.1611,                0.95625,                0.91176,                0.97583,                0.73761,                0.94314,                0.67538,                 1.2301,              0.0004292,              0.0004292,              0.0004292
                    122,                0.88513,                0.65825,                 1.1273,                0.94529,                0.91478,                0.97708,                0.74228,                0.93018,                0.67365,                 1.2283,               0.000416,               0.000416,               0.000416
                    123,                 0.8898,                0.65176,                 1.1186,                0.94529,                0.91478,                0.97708,                0.74228,                0.93018,                0.67365,                 1.2283,              0.0004028,              0.0004028,              0.0004028
                    124,                0.92752,                0.69461,                 1.2063,                0.94482,                0.90652,                0.97516,                0.75289,                0.92481,                0.66892,                 1.2352,              0.0003896,              0.0003896,              0.0003896
                    125,                0.88507,                0.64941,                 1.1135,                0.94482,                0.90652,                0.97516,                0.75289,                0.92481,                0.66892,                 1.2352,              0.0003764,              0.0003764,              0.0003764
                    126,                0.87261,                0.65924,                 1.1793,                0.98002,                0.88235,                0.97609,                0.75663,                0.90866,                0.66246,                 1.2253,              0.0003632,              0.0003632,              0.0003632
                    127,                0.86344,                0.64016,                 1.1907,                0.98002,                0.88235,                0.97609,                0.75663,                0.90866,                0.66246,                 1.2253,                0.00035,                0.00035,                0.00035
                    128,                0.85012,                0.63198,                 1.1105,                0.97529,                0.87647,                0.97559,                0.75421,                0.91411,                0.66203,                 1.2281,              0.0003368,              0.0003368,              0.0003368
                    129,                0.85885,                0.66473,                 1.1737,                0.92876,                0.92029,                0.97495,                0.75991,                0.91794,                0.65593,                 1.2362,              0.0003236,              0.0003236,              0.0003236
                    130,                0.80753,                0.59934,                 1.0707,                0.92876,                0.92029,                0.97495,                0.75991,                0.91794,                0.65593,                 1.2362,              0.0003104,              0.0003104,              0.0003104
                    131,                0.83907,                0.62233,                 1.1061,                0.92978,                0.93459,                0.97479,                0.75947,                0.91071,                0.64379,                 1.2353,              0.0002972,              0.0002972,              0.0002972
                    132,                0.84165,                0.62345,                 1.0952,                0.92978,                0.93459,                0.97479,                0.75947,                0.91071,                0.64379,                 1.2353,               0.000284,               0.000284,               0.000284
                    133,                0.82561,                0.61177,                 1.1005,                0.92201,                0.94706,                0.97615,                0.75599,                0.90408,                0.63833,                 1.2302,              0.0002708,              0.0002708,              0.0002708
                    134,                0.84161,                0.62427,                 1.1209,                0.92201,                0.94706,                0.97615,                0.75599,                0.90408,                0.63833,                 1.2302,              0.0002576,              0.0002576,              0.0002576
                    135,                 0.8142,                 0.6105,                 1.1097,                0.92894,                0.94706,                0.97537,                0.75544,                0.90691,                0.63872,                 1.2274,              0.0002444,              0.0002444,              0.0002444
                    136,                 0.8203,                0.60612,                 1.0784,                0.92224,                0.95294,                0.97513,                0.75571,                0.90746,                 0.6401,                 1.2245,              0.0002312,              0.0002312,              0.0002312
                    137,                0.83176,                0.63205,                 1.1299,                0.92224,                0.95294,                0.97513,                0.75571,                0.90746,                 0.6401,                 1.2245,               0.000218,               0.000218,               0.000218
                    138,                0.82165,                0.62849,                 1.1189,                0.93516,                 0.9332,                0.97569,                0.75678,                0.89749,                0.63819,                 1.2155,              0.0002048,              0.0002048,              0.0002048
                    139,                0.81932,                0.62343,                 1.1374,                0.93516,                 0.9332,                0.97569,                0.75678,                0.89749,                0.63819,                 1.2155,              0.0001916,              0.0001916,              0.0001916
                    140,                  0.826,                0.64066,                 1.1131,                0.92997,                0.93732,                0.97649,                0.76169,                0.88488,                0.63389,                  1.206,              0.0001784,              0.0001784,              0.0001784
                    141,                0.79534,                0.62394,                 1.1358,                0.92997,                0.93732,                0.97649,                0.76169,                0.88488,                0.63389,                  1.206,              0.0001652,              0.0001652,              0.0001652
                    142,                0.82423,                0.62888,                 1.1116,                0.90948,                0.95294,                0.97296,                  0.758,                0.88618,                0.66003,                 1.2031,               0.000152,               0.000152,               0.000152
                    143,                0.80459,                0.62422,                 1.1484,                0.90948,                0.95294,                0.97296,                  0.758,                0.88618,                0.66003,                 1.2031,              0.0001388,              0.0001388,              0.0001388
                    144,                0.80732,                0.61688,                 1.1234,                0.90385,                0.93999,                0.96997,                0.75371,                0.88933,                 0.6712,                 1.2046,              0.0001256,              0.0001256,              0.0001256
                    145,                0.80163,                0.61383,                  1.081,                0.90887,                0.93864,                0.96747,                0.74925,                0.89794,                0.68584,                 1.2083,              0.0001124,              0.0001124,              0.0001124
                    146,                 0.7977,                0.61004,                  1.096,                0.90887,                0.93864,                0.96747,                0.74925,                0.89794,                0.68584,                 1.2083,               9.92e-05,               9.92e-05,               9.92e-05
                    147,                0.82443,                0.63448,                 1.0924,                0.88984,                0.95294,                0.96781,                0.75448,                0.89555,                0.67886,                 1.2082,                8.6e-05,                8.6e-05,                8.6e-05
                    148,                0.78063,                0.59601,                 1.0709,                0.88984,                0.95294,                0.96781,                0.75448,                0.89555,                0.67886,                 1.2082,               7.28e-05,               7.28e-05,               7.28e-05
                    149,                0.78214,                0.60393,                 1.1153,                0.88147,                0.96236,                0.96887,                 0.7567,                0.89211,                 0.6682,                 1.2052,               5.96e-05,               5.96e-05,               5.96e-05
                    150,                0.79604,                0.61348,                   1.07,                0.88147,                0.96236,                0.96887,                 0.7567,                0.89211,                 0.6682,                 1.2052,               4.64e-05,               4.64e-05,               4.64e-05
